Order_ID,Date,City,Vehicle_Type,Weather_Condition,Distance_km,Estimated_Time_min,Actual_Time_min,Delivery_Cost,Customer_Rating,Delivery_Delay,Delivery_Efficiency,Delivery_Cost_Efficiency,Distance by bins
ORD14360,12-09-2025,Bengaluru,EV Scooter,CLEAR,6.50,36,31,65,5,-5,ON TIME,10.00,5-10 km
ORD14361,12-04-2025,Mumbai,Petrol Bike,RAINY,3.00,22,19,30,4,-3,ON TIME,10.00,0-5 km
ORD14362,12-22-2025,Bengaluru,Bicycle,TRAFFIC,2.10,18,22,21,5,4,SLIGHT DELAY,10.00,0-5 km
ORD14363,08-09-2025,Delhi,Petrol Bike,RAINY,12.40,59,88,174,2,29,LONG DELAY,14.03,10+ km
ORD14364,12-17-2025,Delhi,Petrol Bike,CLEAR,8.00,42,40,80,4,-2,ON TIME,10.00,5-10 km
ORD14365,11-02-2025,Bengaluru,EV Scooter,RAINY,7.40,39,70,124,2,31,LONG DELAY,16.76,5-10 km
ORD14366,15-09-2025,Delhi,Petrol Bike,CLEAR,7.40,39,46,74,5,7,SLIGHT DELAY,10.00,5-10 km
ORD14367,09-05-2025,Bengaluru,Bicycle,RAINY,7.00,38,34,70,5,-4,ON TIME,10.00,5-10 km
ORD14368,24-10-2025,Delhi,Petrol Bike,TRAFFIC,NULL,29,27,48,4,-2,ON TIME,NULL,Unknown
ORD14369,06-11-2025,Mumbai,Bicycle,RAINY,NULL,42,63,132,NULL,21,LONG DELAY,NULL,Unknown
ORD14370,09-18-2025,Delhi,EV Scooter,CLEAR,13.60,64,94,186,1,30,LONG DELAY,13.68,10+ km
ORD14371,01-27-2026,Bengaluru,Petrol Bike,CLEAR,8.90,45,67,139,2,22,LONG DELAY,15.62,5-10 km
ORD14372,12-15-2025,Bengaluru,Bicycle,CLEAR,7.50,40,46,75,4,6,SLIGHT DELAY,10.00,5-10 km
ORD14373,12-20-2025,Delhi,Petrol Bike,RAINY,2.80,21,20,28,5,-1,ON TIME,10.00,0-5 km
ORD14374,28-10-2025,Bengaluru,Petrol Bike,TRAFFIC,5.70,32,29,57,4,-3,ON TIME,10.00,5-10 km
ORD14375,12-27-2025,Mumbai,EV Scooter,CLEAR,4.40,27,26,44,5,-1,ON TIME,10.00,0-5 km
ORD14376,10-17-2025,Bengaluru,Petrol Bike,RAINY,14.30,67,95,193,1,28,LONG DELAY,13.50,10+ km
ORD14377,12-18-2025,Bengaluru,EV Scooter,TRAFFIC,4.00,26,24,40,5,-2,ON TIME,10.00,0-5 km
ORD14378,15-12-2025,Bengaluru,Bicycle,RAINY,NULL,30,32,50,4,2,SLIGHT DELAY,NULL,Unknown
ORD14379,12-31-2025,Mumbai,Petrol Bike,TRAFFIC,5.60,32,36,56,5,4,SLIGHT DELAY,10.00,5-10 km
ORD14380,07-10-2025,Delhi,Petrol Bike,RAINY,9.60,48,68,146,2,20,LONG DELAY,15.21,5-10 km
ORD14381,01-04-2026,Bengaluru,EV Scooter,RAINY,1.80,17,61,68,2,44,LONG DELAY,37.78,0-5 km
ORD14382,09-14-2025,Delhi,Petrol Bike,RAINY,10.70,52,80,157,2,28,LONG DELAY,14.67,10+ km
ORD14383,04-01-2026,Bengaluru,EV Scooter,RAINY,5.80,33,60,108,1,27,LONG DELAY,18.62,5-10 km
ORD14384,09-07-2025,Delhi,Petrol Bike,RAINY,9.60,48,77,146,2,29,LONG DELAY,15.21,5-10 km
ORD14385,09-11-2025,Delhi,Petrol Bike,CLEAR,13.10,62,84,181,2,22,LONG DELAY,13.82,10+ km
ORD14386,25-09-2025,Delhi,Bicycle,RAINY,3.80,25,35,38,4,10,SLIGHT DELAY,10.00,0-5 km
ORD14387,09-15-2025,Bengaluru,Bicycle,RAINY,1.50,16,18,15,4,2,SLIGHT DELAY,10.00,0-5 km
ORD14388,03-01-2026,Delhi,EV Scooter,CLEAR,4.00,26,21,40,5,-5,ON TIME,10.00,0-5 km
ORD14389,01-07-2026,Mumbai,Bicycle,TRAFFIC,11.00,54,83,160,2,29,LONG DELAY,14.55,10+ km
ORD14390,02-28-2026,Mumbai,Bicycle,RAINY,7.50,40,50,75,4,10,SLIGHT DELAY,10.00,5-10 km
ORD14391,11-15-2025,Delhi,Bicycle,CLEAR,14.00,66,86,190,NULL,20,LONG DELAY,13.57,10+ km
ORD14392,02-14-2026,Delhi,Bicycle,RAINY,14.30,67,97,193,2,30,LONG DELAY,13.50,10+ km
ORD14393,02-17-2026,Mumbai,Bicycle,RAINY,3.00,22,17,30,NULL,-5,ON TIME,10.00,0-5 km
ORD14394,09-13-2025,Bengaluru,Petrol Bike,CLEAR,2.40,19,19,24,5,0,ON TIME,10.00,0-5 km
ORD14395,28-10-2025,Bengaluru,Bicycle,RAINY,9.40,47,77,144,2,30,LONG DELAY,15.32,5-10 km
ORD14396,09-08-2025,Delhi,Bicycle,RAINY,11.60,56,86,166,1,30,LONG DELAY,14.31,10+ km
ORD14397,12-23-2025,Bengaluru,Bicycle,TRAFFIC,6.80,37,44,68,4,7,SLIGHT DELAY,10.00,5-10 km
ORD14398,12-13-2025,Bengaluru,Bicycle,RAINY,14.80,69,87,198,1,18,LONG DELAY,13.38,10+ km
ORD14399,02-12-2026,Mumbai,Bicycle,RAINY,4.40,27,24,44,NULL,-3,ON TIME,10.00,0-5 km
ORD14400,01-26-2026,Bengaluru,EV Scooter,CLEAR,13.10,62,85,181,1,23,LONG DELAY,13.82,10+ km
ORD14401,10-17-2025,Delhi,Petrol Bike,RAINY,4.00,26,27,40,NULL,1,SLIGHT DELAY,10.00,0-5 km
ORD14402,22-12-2025,Mumbai,Bicycle,TRAFFIC,13.20,62,89,182,2,27,LONG DELAY,13.79,10+ km
ORD14403,02-16-2026,Delhi,Petrol Bike,RAINY,14.50,68,88,195,2,20,LONG DELAY,13.45,10+ km
ORD14404,01-17-2026,Bengaluru,Bicycle,RAINY,13.50,64,94,185,2,30,LONG DELAY,13.70,10+ km
ORD14405,21-09-2025,Bengaluru,Bicycle,CLEAR,10.30,51,74,153,2,23,LONG DELAY,14.85,10+ km
ORD14406,21-11-2025,Mumbai,Petrol Bike,RAINY,7.70,40,43,77,5,3,SLIGHT DELAY,10.00,5-10 km
ORD14407,02-24-2026,Mumbai,Petrol Bike,RAINY,12.70,60,81,177,2,21,LONG DELAY,13.94,10+ km
ORD14408,28-12-2025,Bengaluru,Bicycle,RAINY,13.00,62,79,180,NULL,17,LONG DELAY,13.85,10+ km
ORD14409,01-04-2026,Bengaluru,EV Scooter,RAINY,10.10,50,88,151,2,38,LONG DELAY,14.95,10+ km
ORD14410,01-08-2026,Bengaluru,EV Scooter,CLEAR,10.80,53,68,108,4,15,SLIGHT DELAY,10.00,10+ km
ORD14411,11-13-2025,Bengaluru,Bicycle,RAINY,11.30,55,72,163,2,17,LONG DELAY,14.42,10+ km
ORD14412,11-17-2025,Mumbai,Petrol Bike,RAINY,9.40,47,68,144,1,21,LONG DELAY,15.32,5-10 km
ORD14413,12-13-2025,Bengaluru,Bicycle,RAINY,7.60,40,46,76,5,6,SLIGHT DELAY,10.00,5-10 km
ORD14414,11-13-2025,Delhi,Bicycle,TRAFFIC,NULL,63,999,184,2,936,LONG DELAY,NULL,Unknown
ORD14415,08-01-2026,Bengaluru,EV Scooter,RAINY,5.80,33,67,108,1,34,LONG DELAY,18.62,5-10 km
ORD14416,11-01-2025,Bengaluru,Bicycle,CLEAR,9.00,46,71,140,2,25,LONG DELAY,15.56,5-10 km
ORD14417,24-01-2026,Mumbai,Petrol Bike,RAINY,3.00,22,25,30,4,3,SLIGHT DELAY,10.00,0-5 km
ORD14418,02-22-2026,Bengaluru,Petrol Bike,CLEAR,1.90,17,16,19,5,-1,ON TIME,10.00,0-5 km
ORD14419,02-15-2026,Mumbai,Bicycle,TRAFFIC,9.60,48,70,146,1,22,LONG DELAY,15.21,5-10 km
ORD14420,22-10-2025,Bengaluru,Bicycle,RAINY,8.40,43,71,134,2,28,LONG DELAY,15.95,5-10 km
ORD14421,10-09-2025,Bengaluru,Petrol Bike,RAINY,8.80,45,73,138,2,28,LONG DELAY,15.68,5-10 km
ORD14422,11-03-2025,Mumbai,Bicycle,RAINY,7.70,40,50,77,4,10,SLIGHT DELAY,10.00,5-10 km
ORD14423,09-07-2025,Mumbai,Petrol Bike,TRAFFIC,1.40,15,16,14,4,1,SLIGHT DELAY,10.00,0-5 km
ORD14424,02-05-2026,Bengaluru,Bicycle,TRAFFIC,7.50,40,39,75,4,-1,ON TIME,10.00,5-10 km
ORD14425,12-25-2025,Mumbai,Bicycle,TRAFFIC,12.30,59,87,173,1,28,LONG DELAY,14.07,10+ km
ORD14426,01-15-2026,Mumbai,EV Scooter,RAINY,10.10,50,84,151,1,34,LONG DELAY,14.95,10+ km
ORD14427,02-25-2026,Bengaluru,Bicycle,TRAFFIC,3.20,22,25,32,4,3,SLIGHT DELAY,10.00,0-5 km
ORD14428,01-21-2026,Mumbai,EV Scooter,TRAFFIC,5.90,33,36,59,5,3,SLIGHT DELAY,10.00,5-10 km
ORD14429,10-07-2025,Bengaluru,Petrol Bike,RAINY,14.20,66,96,192,1,30,LONG DELAY,13.52,10+ km
ORD14430,10-08-2025,Delhi,Bicycle,RAINY,1.50,16,25,15,5,9,SLIGHT DELAY,10.00,0-5 km
ORD14431,02-25-2026,Delhi,EV Scooter,CLEAR,9.10,46,74,141,1,28,LONG DELAY,15.49,5-10 km
ORD14432,02-13-2026,Bengaluru,Bicycle,CLEAR,14.00,66,83,190,2,17,LONG DELAY,13.57,10+ km
ORD14433,10-28-2025,Mumbai,Petrol Bike,RAINY,4.80,29,33,48,5,4,SLIGHT DELAY,10.00,0-5 km
ORD14434,10-12-2025,Bengaluru,Petrol Bike,TRAFFIC,11.10,54,83,161,1,29,LONG DELAY,14.50,10+ km
ORD14435,12-06-2025,Bengaluru,Petrol Bike,RAINY,4.30,27,999,93,1,972,LONG DELAY,21.63,0-5 km
ORD14436,09-16-2025,Mumbai,Petrol Bike,TRAFFIC,11.70,56,84,167,1,28,LONG DELAY,14.27,10+ km
ORD14437,01-12-2025,Mumbai,Petrol Bike,CLEAR,2.60,20,28,26,4,8,SLIGHT DELAY,10.00,0-5 km
ORD14438,01-06-2026,Bengaluru,EV Scooter,CLEAR,6.60,36,33,66,5,-3,ON TIME,10.00,5-10 km
ORD14439,01-28-2026,Bengaluru,EV Scooter,RAINY,4.60,28,59,96,1,31,LONG DELAY,20.87,0-5 km
ORD14440,01-16-2026,Bengaluru,Petrol Bike,CLEAR,3.70,24,30,37,5,6,SLIGHT DELAY,10.00,0-5 km
ORD14441,14-09-2025,Bengaluru,Petrol Bike,TRAFFIC,9.20,46,62,142,2,16,LONG DELAY,15.43,5-10 km
ORD14442,09-04-2025,Delhi,EV Scooter,TRAFFIC,13.60,64,81,186,2,17,LONG DELAY,13.68,10+ km
ORD14443,01-07-2026,Bengaluru,Petrol Bike,RAINY,14.70,68,95,197,NULL,27,LONG DELAY,13.40,10+ km
ORD14444,01-18-2026,Delhi,Bicycle,TRAFFIC,2.90,21,999,79,NULL,978,LONG DELAY,27.24,0-5 km
ORD14445,01-07-2026,Bengaluru,Petrol Bike,CLEAR,8.80,45,66,138,1,21,LONG DELAY,15.68,5-10 km
ORD14446,02-27-2026,Bengaluru,Bicycle,TRAFFIC,5.60,32,29,56,4,-3,ON TIME,10.00,5-10 km
ORD14447,12-19-2025,Bengaluru,Petrol Bike,CLEAR,9.70,48,68,147,1,20,LONG DELAY,15.15,5-10 km
ORD14448,01-09-2026,Mumbai,Petrol Bike,CLEAR,5.70,32,39,57,4,7,SLIGHT DELAY,10.00,5-10 km
ORD14449,09-02-2025,Bengaluru,Petrol Bike,TRAFFIC,13.20,62,999,182,1,937,LONG DELAY,13.79,10+ km
ORD14450,12-11-2025,Delhi,Petrol Bike,TRAFFIC,12.70,60,86,177,1,26,LONG DELAY,13.94,10+ km
ORD14451,02-12-2026,Mumbai,Petrol Bike,RAINY,7.80,41,42,78,4,1,SLIGHT DELAY,10.00,5-10 km
ORD14452,11-18-2025,Bengaluru,Petrol Bike,RAINY,13.30,63,79,183,NULL,16,LONG DELAY,13.76,10+ km
ORD14453,01-24-2026,Mumbai,EV Scooter,CLEAR,1.40,15,24,14,NULL,9,SLIGHT DELAY,10.00,0-5 km
ORD14454,18-11-2025,Delhi,Bicycle,RAINY,3.40,23,21,34,4,-2,ON TIME,10.00,0-5 km
ORD14455,20-02-2026,Mumbai,Petrol Bike,RAINY,14.90,69,87,199,NULL,18,LONG DELAY,13.36,10+ km
ORD14456,16-01-2026,Bengaluru,Petrol Bike,RAINY,4.50,28,23,45,4,-5,ON TIME,10.00,0-5 km
ORD14457,23-12-2025,Bengaluru,Petrol Bike,TRAFFIC,NULL,32,39,55,5,7,SLIGHT DELAY,NULL,Unknown
ORD14458,09-13-2025,Mumbai,Bicycle,RAINY,13.90,65,86,189,2,21,LONG DELAY,13.60,10+ km
ORD14459,09-24-2025,Bengaluru,EV Scooter,RAINY,7.40,39,62,124,2,23,LONG DELAY,16.76,5-10 km
ORD14460,11-10-2025,Delhi,EV Scooter,RAINY,13.30,63,99,183,1,36,LONG DELAY,13.76,10+ km
ORD14461,14-12-2025,Mumbai,Bicycle,RAINY,4.50,28,37,45,5,9,SLIGHT DELAY,10.00,0-5 km
ORD14462,10-07-2025,Mumbai,Petrol Bike,RAINY,5.10,30,35,51,5,5,SLIGHT DELAY,10.00,5-10 km
ORD14463,01-06-2026,Bengaluru,Bicycle,RAINY,9.70,48,64,147,2,16,LONG DELAY,15.15,5-10 km
ORD14464,10-30-2025,Mumbai,EV Scooter,TRAFFIC,3.50,24,31,35,5,7,SLIGHT DELAY,10.00,0-5 km
ORD14465,02-13-2026,Bengaluru,Petrol Bike,RAINY,8.70,44,66,137,1,22,LONG DELAY,15.75,5-10 km
ORD14466,22-10-2025,Bengaluru,EV Scooter,RAINY,2.10,18,44,71,1,26,LONG DELAY,33.81,0-5 km
ORD14467,10-12-2025,Bengaluru,Petrol Bike,RAINY,5.20,30,39,52,4,9,SLIGHT DELAY,10.00,5-10 km
ORD14468,10-29-2025,Delhi,Bicycle,CLEAR,7.80,41,48,78,5,7,SLIGHT DELAY,10.00,5-10 km
ORD14469,11-28-2025,Bengaluru,Bicycle,RAINY,10.30,51,69,153,2,18,LONG DELAY,14.85,10+ km
ORD14470,17-11-2025,Mumbai,Petrol Bike,TRAFFIC,4.80,29,38,48,5,9,SLIGHT DELAY,10.00,0-5 km
ORD14471,12-14-2025,Mumbai,Bicycle,CLEAR,6.40,35,37,64,5,2,SLIGHT DELAY,10.00,5-10 km
ORD14472,01-31-2026,Bengaluru,Petrol Bike,CLEAR,9.20,46,65,142,1,19,LONG DELAY,15.43,5-10 km
ORD14473,11-19-2025,Bengaluru,EV Scooter,TRAFFIC,12.80,61,78,178,2,17,LONG DELAY,13.91,10+ km
ORD14474,11-17-2025,Bengaluru,EV Scooter,TRAFFIC,10.60,52,78,156,2,26,LONG DELAY,14.72,10+ km
ORD14475,12-21-2025,Bengaluru,Petrol Bike,RAINY,14.90,69,95,199,2,26,LONG DELAY,13.36,10+ km
ORD14476,09-11-2025,Mumbai,EV Scooter,RAINY,4.70,28,68,97,1,40,LONG DELAY,20.64,0-5 km
ORD14477,01-02-2026,Delhi,Petrol Bike,RAINY,2.40,19,25,24,5,6,SLIGHT DELAY,10.00,0-5 km
ORD14478,01-17-2026,Bengaluru,Petrol Bike,CLEAR,14.40,67,96,194,1,29,LONG DELAY,13.47,10+ km
ORD14479,15-01-2026,Mumbai,Bicycle,CLEAR,6.40,35,39,64,4,4,SLIGHT DELAY,10.00,5-10 km
ORD14480,09-06-2025,Mumbai,EV Scooter,TRAFFIC,14.00,66,90,190,2,24,LONG DELAY,13.57,10+ km
ORD14481,17-02-2026,Delhi,EV Scooter,RAINY,6.00,34,77,110,1,43,LONG DELAY,18.33,5-10 km
ORD14482,01-01-2026,Bengaluru,EV Scooter,RAINY,7.90,41,73,129,2,32,LONG DELAY,16.33,5-10 km
ORD14483,06-01-2026,Mumbai,Bicycle,RAINY,NULL,17,18,18,4,1,SLIGHT DELAY,NULL,Unknown
ORD14484,28-12-2025,Bengaluru,Petrol Bike,RAINY,3.30,23,29,33,5,6,SLIGHT DELAY,10.00,0-5 km
ORD14485,01-23-2026,Bengaluru,Petrol Bike,RAINY,2.40,19,25,24,5,6,SLIGHT DELAY,10.00,0-5 km
ORD14486,12-07-2025,Delhi,EV Scooter,TRAFFIC,3.20,22,25,32,4,3,SLIGHT DELAY,10.00,0-5 km
ORD14487,09-30-2025,Mumbai,Petrol Bike,CLEAR,NULL,58,75,171,2,17,LONG DELAY,NULL,Unknown
ORD14488,02-12-2026,Bengaluru,Bicycle,RAINY,13.90,65,85,189,1,20,LONG DELAY,13.60,10+ km
ORD14489,16-02-2026,Bengaluru,Bicycle,RAINY,3.90,25,34,39,5,9,SLIGHT DELAY,10.00,0-5 km
ORD14490,01-22-2026,Bengaluru,Petrol Bike,CLEAR,10.00,50,73,150,2,23,LONG DELAY,15.00,5-10 km
ORD14491,12-11-2025,Bengaluru,EV Scooter,RAINY,14.90,69,95,199,2,26,LONG DELAY,13.36,10+ km
ORD14492,15-09-2025,Delhi,EV Scooter,CLEAR,3.30,23,20,33,5,-3,ON TIME,10.00,0-5 km
ORD14493,02-22-2026,Bengaluru,EV Scooter,RAINY,5.00,30,66,100,2,36,LONG DELAY,20.00,0-5 km
ORD14494,26-12-2025,Mumbai,Bicycle,RAINY,9.70,48,69,147,1,21,LONG DELAY,15.15,5-10 km
ORD14495,09-10-2025,Bengaluru,Petrol Bike,RAINY,14.00,66,91,190,1,25,LONG DELAY,13.57,10+ km
ORD14496,11-13-2025,Mumbai,EV Scooter,TRAFFIC,14.30,67,86,193,1,19,LONG DELAY,13.50,10+ km
ORD14497,11-22-2025,Bengaluru,EV Scooter,CLEAR,10.30,51,68,153,1,17,LONG DELAY,14.85,10+ km
ORD14498,06-10-2025,Bengaluru,Petrol Bike,CLEAR,3.50,24,32,35,4,8,SLIGHT DELAY,10.00,0-5 km
ORD14499,06-11-2025,Bengaluru,EV Scooter,TRAFFIC,12.50,60,79,175,1,19,LONG DELAY,14.00,10+ km
ORD14500,10-22-2025,Bengaluru,Petrol Bike,CLEAR,4.70,28,26,47,5,-2,ON TIME,10.00,0-5 km
ORD14501,09-09-2025,Bengaluru,Bicycle,CLEAR,9.90,49,67,149,2,18,LONG DELAY,15.05,5-10 km
ORD14502,02-28-2026,Bengaluru,Petrol Bike,RAINY,12.10,58,86,171,1,28,LONG DELAY,14.13,10+ km
ORD14503,01-23-2026,Bengaluru,EV Scooter,RAINY,7.20,38,76,122,1,38,LONG DELAY,16.94,5-10 km
ORD14504,10-06-2025,Mumbai,Bicycle,TRAFFIC,7.10,38,38,71,4,0,ON TIME,10.00,5-10 km
ORD14505,12-11-2025,Delhi,Bicycle,RAINY,1.20,14,22,12,NULL,8,SLIGHT DELAY,10.00,0-5 km
ORD14506,12-21-2025,Mumbai,Petrol Bike,RAINY,10.40,51,69,154,1,18,LONG DELAY,14.81,10+ km
ORD14507,11-14-2025,Delhi,Bicycle,TRAFFIC,4.80,29,27,48,4,-2,ON TIME,10.00,0-5 km
ORD14508,10-09-2025,Bengaluru,Petrol Bike,RAINY,2.60,20,25,26,4,5,SLIGHT DELAY,10.00,0-5 km
ORD14509,10-24-2025,Bengaluru,EV Scooter,TRAFFIC,1.50,16,23,15,5,7,SLIGHT DELAY,10.00,0-5 km
ORD14510,12-04-2025,Delhi,Bicycle,RAINY,4.00,26,23,40,4,-3,ON TIME,10.00,0-5 km
ORD14511,11-30-2025,Delhi,EV Scooter,RAINY,10.80,53,81,158,2,28,LONG DELAY,14.63,10+ km
ORD14512,11-14-2025,Bengaluru,EV Scooter,RAINY,6.00,34,69,110,1,35,LONG DELAY,18.33,5-10 km
ORD14513,10-07-2025,Mumbai,Petrol Bike,CLEAR,8.80,45,70,138,1,25,LONG DELAY,15.68,5-10 km
ORD14514,16-11-2025,Bengaluru,EV Scooter,CLEAR,4.70,28,31,47,4,3,SLIGHT DELAY,10.00,0-5 km
ORD14515,01-19-2026,Mumbai,EV Scooter,CLEAR,11.60,56,74,166,1,18,LONG DELAY,14.31,10+ km
ORD14516,02-06-2026,Bengaluru,EV Scooter,RAINY,11.40,55,999,164,NULL,944,LONG DELAY,14.39,10+ km
ORD14517,11-01-2025,Mumbai,Bicycle,RAINY,11.00,54,81,160,NULL,27,LONG DELAY,14.55,10+ km
ORD14518,12-15-2025,Bengaluru,Petrol Bike,RAINY,10.70,52,72,157,NULL,20,LONG DELAY,14.67,10+ km
ORD14519,04-11-2025,Bengaluru,Petrol Bike,RAINY,10.90,53,76,159,2,23,LONG DELAY,14.59,10+ km
ORD14520,08-02-2026,Delhi,Petrol Bike,RAINY,1.30,15,13,13,4,-2,ON TIME,10.00,0-5 km
ORD14521,12-08-2025,Bengaluru,EV Scooter,CLEAR,NULL,48,999,145,2,951,LONG DELAY,NULL,Unknown
ORD14522,12-21-2025,Bengaluru,EV Scooter,RAINY,9.70,48,70,147,1,22,LONG DELAY,15.15,5-10 km
ORD14523,02-19-2026,Bengaluru,EV Scooter,TRAFFIC,9.40,47,62,94,4,15,SLIGHT DELAY,10.00,5-10 km
ORD14524,11-28-2025,Bengaluru,Petrol Bike,RAINY,7.50,40,50,75,5,10,SLIGHT DELAY,10.00,5-10 km
ORD14525,02-09-2025,Delhi,EV Scooter,RAINY,14.30,67,105,193,2,38,LONG DELAY,13.50,10+ km
ORD14526,18-09-2025,Bengaluru,EV Scooter,CLEAR,6.00,34,42,60,5,8,SLIGHT DELAY,10.00,5-10 km
ORD14527,20-12-2025,Bengaluru,Petrol Bike,RAINY,1.20,14,9,12,5,-5,ON TIME,10.00,0-5 km
ORD14528,09-20-2025,Mumbai,Bicycle,RAINY,3.70,24,31,37,5,7,SLIGHT DELAY,10.00,0-5 km
ORD14529,28-02-2026,Bengaluru,Bicycle,RAINY,5.50,32,32,55,4,0,ON TIME,10.00,5-10 km
ORD14530,10-26-2025,Mumbai,Bicycle,RAINY,11.20,54,83,162,2,29,LONG DELAY,14.46,10+ km
ORD14531,12-22-2025,Mumbai,EV Scooter,RAINY,5.90,33,56,109,2,23,LONG DELAY,18.47,5-10 km
ORD14532,13-11-2025,Bengaluru,Bicycle,CLEAR,NULL,32,28,55,5,-4,ON TIME,NULL,Unknown
ORD14533,12-25-2025,Bengaluru,EV Scooter,TRAFFIC,3.80,25,35,38,5,10,SLIGHT DELAY,10.00,0-5 km
ORD14534,09-05-2025,Bengaluru,Petrol Bike,TRAFFIC,3.80,25,33,38,4,8,SLIGHT DELAY,10.00,0-5 km
ORD14535,12-13-2025,Bengaluru,Bicycle,RAINY,14.20,66,87,192,2,21,LONG DELAY,13.52,10+ km
ORD14536,02-16-2026,Mumbai,Bicycle,RAINY,6.40,35,43,64,4,8,SLIGHT DELAY,10.00,5-10 km
ORD14537,10-04-2025,Delhi,Bicycle,RAINY,12.40,59,999,174,2,940,LONG DELAY,14.03,10+ km
ORD14538,02-02-2026,Bengaluru,Petrol Bike,RAINY,9.70,48,74,147,2,26,LONG DELAY,15.15,5-10 km
ORD14539,12-16-2025,Delhi,EV Scooter,RAINY,9.20,46,76,142,1,30,LONG DELAY,15.43,5-10 km
ORD14540,10-18-2025,Mumbai,Petrol Bike,RAINY,10.90,53,70,159,1,17,LONG DELAY,14.59,10+ km
ORD14541,09-18-2025,Bengaluru,Bicycle,RAINY,NULL,48,69,147,2,21,LONG DELAY,NULL,Unknown
ORD14542,01-19-2026,Delhi,EV Scooter,TRAFFIC,9.00,46,67,140,1,21,LONG DELAY,15.56,5-10 km
ORD14543,01-02-2026,Delhi,Bicycle,CLEAR,2.10,18,14,21,4,-4,ON TIME,10.00,0-5 km
ORD14544,02-08-2026,Bengaluru,Bicycle,RAINY,NULL,53,71,158,1,18,LONG DELAY,NULL,Unknown
ORD14545,10-10-2025,Bengaluru,EV Scooter,RAINY,6.20,34,71,112,NULL,37,LONG DELAY,18.06,5-10 km
ORD14546,11-01-2025,Mumbai,Bicycle,TRAFFIC,11.70,56,86,167,2,30,LONG DELAY,14.27,10+ km
ORD14547,12-29-2025,Mumbai,Bicycle,RAINY,4.40,27,22,44,4,-5,ON TIME,10.00,0-5 km
ORD14548,12-14-2025,Bengaluru,Petrol Bike,RAINY,12.10,58,85,171,1,27,LONG DELAY,14.13,10+ km
ORD14549,09-06-2025,Bengaluru,Petrol Bike,RAINY,12.30,59,77,173,NULL,18,LONG DELAY,14.07,10+ km
ORD14550,10-01-2026,Bengaluru,EV Scooter,CLEAR,8.20,42,64,132,1,22,LONG DELAY,16.10,5-10 km
ORD14551,01-27-2026,Bengaluru,EV Scooter,TRAFFIC,9.30,47,69,143,2,22,LONG DELAY,15.38,5-10 km
ORD14552,11-11-2025,Bengaluru,EV Scooter,RAINY,5.00,30,55,100,1,25,LONG DELAY,20.00,0-5 km
ORD14553,02-09-2025,Mumbai,Petrol Bike,RAINY,11.70,56,74,167,2,18,LONG DELAY,14.27,10+ km
ORD14554,12-14-2025,Bengaluru,EV Scooter,RAINY,14.70,68,91,197,2,23,LONG DELAY,13.40,10+ km
ORD14555,27-09-2025,Bengaluru,Bicycle,RAINY,7.80,41,45,78,5,4,SLIGHT DELAY,10.00,5-10 km
ORD14556,11-25-2025,Bengaluru,Bicycle,RAINY,2.80,21,22,28,5,1,SLIGHT DELAY,10.00,0-5 km
ORD14557,09-19-2025,Bengaluru,Petrol Bike,RAINY,12.00,58,81,170,2,23,LONG DELAY,14.17,10+ km
ORD14558,19-10-2025,Mumbai,EV Scooter,CLEAR,11.90,57,77,169,2,20,LONG DELAY,14.20,10+ km
ORD14559,02-20-2026,Delhi,EV Scooter,CLEAR,8.70,44,61,137,NULL,17,LONG DELAY,15.75,5-10 km
ORD14560,04-10-2025,Delhi,Petrol Bike,RAINY,13.50,64,91,185,NULL,27,LONG DELAY,13.70,10+ km
ORD14561,09-13-2025,Delhi,EV Scooter,RAINY,5.70,32,59,107,2,27,LONG DELAY,18.77,5-10 km
ORD14562,09-25-2025,Mumbai,EV Scooter,TRAFFIC,8.40,43,66,134,2,23,LONG DELAY,15.95,5-10 km
ORD14563,05-02-2026,Mumbai,EV Scooter,RAINY,8.00,42,76,130,NULL,34,LONG DELAY,16.25,5-10 km
ORD14564,11-05-2025,Bengaluru,Bicycle,CLEAR,3.60,24,24,36,4,0,ON TIME,10.00,0-5 km
ORD14565,10-15-2025,Delhi,EV Scooter,RAINY,11.30,55,75,163,2,20,LONG DELAY,14.42,10+ km
ORD14566,29-01-2026,Delhi,Petrol Bike,TRAFFIC,4.10,26,21,41,5,-5,ON TIME,10.00,0-5 km
ORD14567,03-02-2026,Bengaluru,Petrol Bike,CLEAR,NULL,17,15,19,4,-2,ON TIME,NULL,Unknown
ORD14568,09-07-2025,Mumbai,Petrol Bike,CLEAR,7.70,40,47,77,5,7,SLIGHT DELAY,10.00,5-10 km
ORD14569,12-15-2025,Delhi,Bicycle,RAINY,12.10,58,73,121,4,15,SLIGHT DELAY,10.00,10+ km
ORD14570,09-19-2025,Mumbai,Petrol Bike,TRAFFIC,9.50,48,70,145,NULL,22,LONG DELAY,15.26,5-10 km
ORD14571,10-07-2025,Bengaluru,Petrol Bike,TRAFFIC,3.40,23,25,34,4,2,SLIGHT DELAY,10.00,0-5 km
ORD14572,09-07-2025,Mumbai,EV Scooter,TRAFFIC,1.10,14,17,11,4,3,SLIGHT DELAY,10.00,0-5 km
ORD14573,20-10-2025,Mumbai,EV Scooter,CLEAR,7.10,38,45,71,5,7,SLIGHT DELAY,10.00,5-10 km
